"id_noticia"|"id_tipo"|"id_pais"|"id_fuente"|"id_autor"|"real_fake_integer"|"tiempo"|"compartir_tiempo"|"compartir"|"visitas"|"duracion"|"favorito"
"6252"|"7"|"9"|"19"|"0"|"1"|"2022-09-02 08:00:00"|"2022-09-22 22:00:00"|"85376"|"161964"|"97"|"0"
"6254"|"4"|"16"|"6"|"10"|"0"|"2022-10-08 03:00:00"|"2022-10-08 11:00:00"|"77269"|"363144"|"315"|"5581"
"6255"|"4"|"18"|"23"|"0"|"1"|"2022-09-01 22:00:00"|"2022-09-06 23:00:00"|"2728"|"285736"|"557"|"5650"
"6259"|"0"|"33"|"28"|"26"|"0"|"2022-09-06 20:00:00"|"2022-09-20 19:00:00"|"42529"|"584293"|"153"|"5249"
"626"|"2"|"25"|"20"|"21"|"1"|"2022-09-05 15:00:00"|"2022-09-30 12:00:00"|"97640"|"700405"|"192"|"7849"
"6260"|"9"|"34"|"32"|"15"|"1"|"2022-09-15 21:00:00"|"2022-10-08 13:00:00"|"12213"|"304166"|"472"|"8671"
"6262"|"8"|"21"|"21"|"17"|"0"|"2022-09-05 22:00:00"|"2022-09-09 15:00:00"|"39081"|"649874"|"161"|"3423"
"6263"|"4"|"1"|"2"|"29"|"0"|"2022-10-01 23:00:00"|"2022-10-05 11:00:00"|"51441"|"754503"|"91"|"1941"
"6264"|"16"|"2"|"6"|"9"|"0"|"2022-09-15 14:00:00"|"2022-10-08 19:00:00"|"66885"|"447850"|"25"|"1830"
"6265"|"3"|"27"|"4"|"2"|"1"|"2022-09-30 13:00:00"|"2022-10-09 07:00:00"|"60962"|"104971"|"680"|"1172"
"6266"|"11"|"18"|"9"|"7"|"1"|"2022-09-23 20:00:00"|"2022-09-24 10:00:00"|"79492"|"323606"|"313"|"6225"
"6268"|"4"|"2"|"2"|"9"|"0"|"2022-10-02 01:00:00"|"2022-10-07 21:00:00"|"443"|"972406"|"241"|"3476"
"627"|"13"|"21"|"0"|"28"|"0"|"2022-09-26 22:00:00"|"2022-09-27 00:00:00"|"45086"|"64242"|"284"|"1117"
"6270"|"19"|"13"|"30"|"33"|"0"|"2022-10-05 23:00:00"|"2022-10-08 04:00:00"|"97765"|"318519"|"58"|"5551"
"6271"|"4"|"0"|"4"|"26"|"1"|"2022-09-16 22:00:00"|"2022-09-23 01:00:00"|"95012"|"957423"|"392"|"6097"
"6274"|"17"|"25"|"15"|"5"|"1"|"2022-09-09 23:00:00"|"2022-09-24 08:00:00"|"37654"|"978684"|"387"|"3617"
"6275"|"11"|"12"|"20"|"13"|"1"|"2022-09-18 18:00:00"|"2022-09-28 06:00:00"|"62258"|"118769"|"153"|"7893"
"6277"|"10"|"27"|"10"|"20"|"1"|"2022-09-05 16:00:00"|"2022-10-09 00:00:00"|"91713"|"614013"|"192"|"4930"
"6279"|"18"|"4"|"32"|"10"|"0"|"2022-09-21 21:00:00"|"2022-10-10 01:00:00"|"89464"|"261735"|"12"|"9004"
"628"|"0"|"5"|"15"|"31"|"1"|"2022-09-02 04:00:00"|"2022-10-09 11:00:00"|"10068"|"906030"|"160"|"5869"
"6280"|"13"|"2"|"10"|"24"|"0"|"2022-09-12 19:00:00"|"2022-10-09 21:00:00"|"37226"|"472696"|"119"|"1929"
"6281"|"10"|"0"|"21"|"34"|"0"|"2022-09-13 07:00:00"|"2022-10-06 07:00:00"|"65281"|"51810"|"235"|"4991"
"6282"|"1"|"25"|"20"|"26"|"0"|"2022-09-03 14:00:00"|"2022-10-11 02:00:00"|"77945"|"219498"|"347"|"8388"
"6284"|"12"|"10"|"24"|"7"|"1"|"2022-09-03 14:00:00"|"2022-09-17 12:00:00"|"53749"|"741182"|"504"|"6211"
"6285"|"19"|"29"|"1"|"0"|"1"|"2022-09-21 11:00:00"|"2022-10-03 20:00:00"|"72028"|"931318"|"336"|"1100"
"6287"|"13"|"18"|"4"|"9"|"0"|"2022-09-06 08:00:00"|"2022-10-08 15:00:00"|"2689"|"219982"|"26"|"1340"
"6289"|"6"|"27"|"22"|"15"|"0"|"2022-09-14 10:00:00"|"2022-09-19 06:00:00"|"73649"|"642772"|"173"|"1513"
"629"|"17"|"31"|"13"|"31"|"0"|"2022-09-30 12:00:00"|"2022-10-07 18:00:00"|"7847"|"757550"|"416"|"5164"
"6290"|"4"|"3"|"17"|"12"|"0"|"2022-09-13 08:00:00"|"2022-09-17 09:00:00"|"98423"|"63969"|"145"|"4822"
"6292"|"4"|"0"|"9"|"11"|"1"|"2022-09-18 19:00:00"|"2022-10-06 09:00:00"|"31782"|"36695"|"234"|"4822"
"6295"|"4"|"17"|"13"|"9"|"1"|"2022-09-07 10:00:00"|"2022-09-19 20:00:00"|"69128"|"285943"|"226"|"4518"
"6296"|"4"|"12"|"30"|"9"|"1"|"2022-09-18 04:00:00"|"2022-09-23 00:00:00"|"51760"|"335567"|"282"|"4217"
"6298"|"3"|"16"|"25"|"9"|"1"|"2022-09-12 02:00:00"|"2022-09-16 02:00:00"|"11545"|"224844"|"377"|"5483"
"6299"|"4"|"28"|"19"|"21"|"1"|"2022-09-16 02:00:00"|"2022-10-08 09:00:00"|"42514"|"750740"|"177"|"9901"
"63"|"4"|"8"|"23"|"5"|"1"|"2022-09-29 17:00:00"|"2022-10-09 12:00:00"|"49461"|"302037"|"184"|"3033"
"630"|"2"|"17"|"6"|"11"|"1"|"2022-09-15 18:00:00"|"2022-09-23 06:00:00"|"51719"|"30692"|"325"|"6998"
"6300"|"4"|"0"|"8"|"27"|"1"|"2022-09-25 07:00:00"|"2022-10-10 11:00:00"|"19275"|"594356"|"160"|"8259"
"6302"|"4"|"0"|"15"|"30"|"0"|"2022-09-12 21:00:00"|"2022-09-13 14:00:00"|"81370"|"20576"|"334"|"3747"
"6304"|"4"|"3"|"6"|"2"|"0"|"2022-09-19 19:00:00"|"2022-10-09 19:00:00"|"46836"|"893725"|"13"|"6640"
"6305"|"15"|"20"|"20"|"23"|"0"|"2022-09-03 04:00:00"|"2022-10-03 23:00:00"|"2488"|"501844"|"219"|"6691"
"6306"|"16"|"21"|"7"|"1"|"0"|"2022-09-08 13:00:00"|"2022-09-15 15:00:00"|"89358"|"198090"|"445"|"6193"
"631"|"10"|"3"|"30"|"0"|"1"|"2022-09-21 21:00:00"|"2022-09-29 15:00:00"|"9753"|"69862"|"169"|"4547"
"6311"|"4"|"31"|"16"|"3"|"1"|"2022-09-02 10:00:00"|"2022-10-04 19:00:00"|"86831"|"711731"|"92"|"7096"
"6314"|"4"|"19"|"18"|"2"|"0"|"2022-09-09 16:00:00"|"2022-10-01 06:00:00"|"35917"|"995812"|"257"|"4819"
"6315"|"4"|"5"|"18"|"3"|"1"|"2022-09-28 03:00:00"|"2022-10-01 12:00:00"|"10806"|"471048"|"396"|"1029"
"6316"|"4"|"24"|"8"|"33"|"1"|"2022-09-13 04:00:00"|"2022-10-05 18:00:00"|"81234"|"635609"|"441"|"9569"
"6319"|"15"|"30"|"22"|"7"|"1"|"2022-09-10 22:00:00"|"2022-10-08 16:00:00"|"58649"|"365803"|"229"|"2850"
"6321"|"4"|"1"|"10"|"2"|"0"|"2022-09-27 04:00:00"|"2022-10-08 11:00:00"|"29904"|"1769"|"436"|"7323"
"6322"|"4"|"8"|"1"|"18"|"1"|"2022-09-08 11:00:00"|"2022-09-12 07:00:00"|"90816"|"583529"|"61"|"4528"
"6323"|"17"|"3"|"31"|"24"|"0"|"2022-09-28 18:00:00"|"2022-10-10 18:00:00"|"37155"|"22957"|"227"|"7260"
"6327"|"4"|"24"|"8"|"9"|"0"|"2022-09-30 00:00:00"|"2022-10-01 05:00:00"|"16858"|"588757"|"284"|"3880"
"6329"|"15"|"26"|"19"|"14"|"1"|"2022-09-04 02:00:00"|"2022-09-16 14:00:00"|"58827"|"133375"|"504"|"8539"
"633"|"11"|"4"|"12"|"23"|"0"|"2022-09-21 19:00:00"|"2022-10-01 08:00:00"|"54154"|"602090"|"285"|"6095"
"6330"|"0"|"5"|"4"|"9"|"1"|"2022-09-22 22:00:00"|"2022-10-04 18:00:00"|"10936"|"515882"|"246"|"9444"
"6332"|"19"|"27"|"10"|"9"|"1"|"2022-09-23 13:00:00"|"2022-09-27 13:00:00"|"33970"|"874935"|"334"|"1601"
"6333"|"15"|"11"|"19"|"9"|"1"|"2022-09-08 11:00:00"|"2022-09-09 02:00:00"|"63194"|"627921"|"438"|"7674"
"6334"|"4"|"1"|"12"|"11"|"1"|"2022-09-08 11:00:00"|"2022-10-04 01:00:00"|"64355"|"418733"|"137"|"4505"
"6335"|"2"|"25"|"17"|"30"|"0"|"2022-10-03 13:00:00"|"2022-10-04 09:00:00"|"52000"|"963753"|"182"|"5013"
"6338"|"3"|"30"|"18"|"9"|"1"|"2022-09-01 21:00:00"|"2022-09-03 12:00:00"|"1288"|"64648"|"412"|"7855"
"6341"|"16"|"29"|"26"|"9"|"0"|"2022-09-30 09:00:00"|"2022-10-07 06:00:00"|"90785"|"73296"|"309"|"2135"
"6342"|"19"|"19"|"11"|"10"|"1"|"2022-09-04 05:00:00"|"2022-10-09 12:00:00"|"92219"|"167344"|"504"|"1448"
"6343"|"4"|"6"|"15"|"29"|"0"|"2022-09-23 01:00:00"|"2022-09-24 04:00:00"|"51707"|"270802"|"77"|"3474"
"6349"|"4"|"29"|"7"|"1"|"0"|"2022-09-09 22:00:00"|"2022-09-22 22:00:00"|"24089"|"954362"|"416"|"1856"
"635"|"5"|"0"|"9"|"10"|"1"|"2022-10-07 20:00:00"|"2022-10-08 20:00:00"|"97561"|"287572"|"176"|"472"
"6350"|"4"|"33"|"18"|"1"|"1"|"2022-09-17 15:00:00"|"2022-09-30 01:00:00"|"53281"|"807986"|"536"|"1153"
"6351"|"4"|"11"|"17"|"12"|"1"|"2022-09-02 19:00:00"|"2022-09-15 15:00:00"|"43486"|"878475"|"336"|"9925"
"6353"|"7"|"24"|"6"|"1"|"1"|"2022-09-29 22:00:00"|"2022-10-08 04:00:00"|"26643"|"526827"|"338"|"8838"
"6355"|"19"|"7"|"13"|"29"|"0"|"2022-09-25 01:00:00"|"2022-09-30 16:00:00"|"42911"|"577355"|"77"|"9065"
"6359"|"18"|"31"|"28"|"9"|"0"|"2022-09-19 12:00:00"|"2022-09-28 03:00:00"|"47908"|"348505"|"30"|"1576"
"636"|"14"|"3"|"17"|"4"|"1"|"2022-09-15 10:00:00"|"2022-10-09 13:00:00"|"7775"|"29395"|"141"|"7303"
"6360"|"13"|"18"|"25"|"9"|"1"|"2022-09-26 03:00:00"|"2022-10-07 15:00:00"|"60407"|"696830"|"314"|"3436"
"6363"|"13"|"28"|"11"|"19"|"1"|"2022-09-05 05:00:00"|"2022-10-10 17:00:00"|"57772"|"501297"|"274"|"1958"
"6365"|"12"|"12"|"26"|"20"|"1"|"2022-09-15 13:00:00"|"2022-09-16 20:00:00"|"95467"|"235686"|"615"|"4235"
"6366"|"4"|"10"|"19"|"1"|"0"|"2022-09-20 06:00:00"|"2022-10-05 16:00:00"|"16375"|"455539"|"345"|"7773"
"6367"|"2"|"29"|"15"|"30"|"1"|"2022-09-14 08:00:00"|"2022-10-05 18:00:00"|"86409"|"390373"|"46"|"7358"
"6368"|"2"|"28"|"23"|"23"|"1"|"2022-09-06 08:00:00"|"2022-09-15 13:00:00"|"21929"|"87049"|"274"|"0"
"6369"|"6"|"7"|"28"|"29"|"1"|"2022-09-14 19:00:00"|"2022-10-06 13:00:00"|"35239"|"976071"|"441"|"1972"
"637"|"1"|"15"|"12"|"27"|"0"|"2022-09-11 13:00:00"|"2022-10-08 20:00:00"|"29116"|"613570"|"256"|"5397"
"6370"|"5"|"13"|"29"|"9"|"1"|"2022-09-06 15:00:00"|"2022-10-08 23:00:00"|"21564"|"540300"|"244"|"5104"
"6371"|"4"|"24"|"8"|"18"|"1"|"2022-09-17 07:00:00"|"2022-10-06 19:00:00"|"51639"|"876954"|"30"|"3054"
"6372"|"18"|"30"|"9"|"11"|"1"|"2022-09-16 04:00:00"|"2022-10-09 22:00:00"|"20220"|"712650"|"376"|"438"
"6373"|"4"|"23"|"0"|"24"|"0"|"2022-09-06 17:00:00"|"2022-10-04 00:00:00"|"86281"|"497198"|"324"|"7025"
"6374"|"5"|"16"|"31"|"9"|"0"|"2022-09-05 11:00:00"|"2022-10-08 00:00:00"|"86980"|"876750"|"366"|"6437"
"6375"|"13"|"15"|"5"|"26"|"1"|"2022-09-08 14:00:00"|"2022-09-10 09:00:00"|"97761"|"344915"|"461"|"5885"
"6377"|"4"|"0"|"12"|"34"|"1"|"2022-09-24 10:00:00"|"2022-10-07 10:00:00"|"55609"|"689248"|"355"|"3350"
"6379"|"4"|"6"|"0"|"24"|"0"|"2022-09-06 08:00:00"|"2022-09-10 19:00:00"|"59490"|"657325"|"319"|"4407"
"6380"|"9"|"8"|"9"|"2"|"1"|"2022-09-17 20:00:00"|"2022-10-05 17:00:00"|"3447"|"975508"|"122"|"0"
"6383"|"4"|"20"|"14"|"9"|"0"|"2022-09-08 18:00:00"|"2022-10-06 00:00:00"|"88773"|"770643"|"396"|"161"
"6385"|"17"|"5"|"28"|"12"|"1"|"2022-09-16 00:00:00"|"2022-09-25 08:00:00"|"90816"|"124535"|"354"|"0"
"6386"|"3"|"28"|"7"|"32"|"0"|"2022-09-24 18:00:00"|"2022-10-10 14:00:00"|"664"|"570851"|"167"|"1336"
"6388"|"3"|"17"|"9"|"23"|"0"|"2022-09-07 08:00:00"|"2022-10-11 01:00:00"|"25856"|"546013"|"270"|"5607"
"6389"|"10"|"17"|"20"|"23"|"0"|"2022-09-07 15:00:00"|"2022-09-17 12:00:00"|"55434"|"796565"|"133"|"3657"
"639"|"13"|"7"|"17"|"27"|"1"|"2022-09-07 16:00:00"|"2022-10-09 05:00:00"|"42795"|"979781"|"614"|"7296"
"6391"|"4"|"29"|"1"|"33"|"0"|"2022-09-15 13:00:00"|"2022-09-30 13:00:00"|"67339"|"797792"|"679"|"5926"
"6392"|"20"|"4"|"25"|"25"|"1"|"2022-09-10 01:00:00"|"2022-10-03 03:00:00"|"21548"|"680346"|"235"|"6180"
"6395"|"4"|"27"|"31"|"9"|"0"|"2022-09-24 08:00:00"|"2022-10-01 06:00:00"|"11714"|"409341"|"558"|"1526"
"6396"|"17"|"21"|"5"|"9"|"0"|"2022-09-17 09:00:00"|"2022-10-03 02:00:00"|"24980"|"198508"|"1"|"8880"
"6398"|"6"|"30"|"29"|"9"|"0"|"2022-09-12 20:00:00"|"2022-09-24 16:00:00"|"1448"|"948869"|"163"|"1972"
"640"|"10"|"19"|"14"|"34"|"0"|"2022-09-15 05:00:00"|"2022-10-01 05:00:00"|"96331"|"300883"|"349"|"32"
"6400"|"15"|"5"|"2"|"9"|"0"|"2022-09-02 05:00:00"|"2022-10-09 07:00:00"|"99519"|"415531"|"506"|"7598"
"6401"|"4"|"21"|"12"|"15"|"1"|"2022-09-08 14:00:00"|"2022-09-30 21:00:00"|"64442"|"274459"|"212"|"2450"
"6402"|"4"|"0"|"11"|"2"|"0"|"2022-09-19 03:00:00"|"2022-09-21 15:00:00"|"95321"|"391590"|"369"|"7040"
"6404"|"14"|"25"|"5"|"9"|"0"|"2022-09-21 08:00:00"|"2022-10-10 19:00:00"|"41185"|"708699"|"87"|"1468"
"6405"|"4"|"28"|"4"|"9"|"1"|"2022-09-12 04:00:00"|"2022-10-08 08:00:00"|"9617"|"954499"|"238"|"9639"
"6406"|"4"|"1"|"5"|"8"|"0"|"2022-09-05 04:00:00"|"2022-09-25 12:00:00"|"62099"|"383903"|"248"|"7865"
"6407"|"1"|"17"|"18"|"9"|"1"|"2022-09-13 06:00:00"|"2022-09-19 21:00:00"|"94192"|"440129"|"200"|"3496"
"6408"|"4"|"4"|"11"|"18"|"0"|"2022-09-11 14:00:00"|"2022-09-20 04:00:00"|"20737"|"990616"|"251"|"9969"
"6409"|"4"|"23"|"26"|"25"|"0"|"2022-09-05 07:00:00"|"2022-09-27 04:00:00"|"73792"|"864019"|"51"|"9363"
"6410"|"4"|"25"|"18"|"19"|"0"|"2022-09-08 19:00:00"|"2022-09-23 04:00:00"|"35894"|"796288"|"211"|"8596"
"6411"|"0"|"24"|"19"|"6"|"1"|"2022-09-10 01:00:00"|"2022-09-29 21:00:00"|"67265"|"440300"|"16"|"1380"
"6412"|"10"|"27"|"11"|"3"|"1"|"2022-09-04 16:00:00"|"2022-09-08 07:00:00"|"36138"|"530169"|"105"|"9548"
"6417"|"4"|"8"|"14"|"2"|"0"|"2022-09-02 04:00:00"|"2022-09-19 08:00:00"|"35322"|"627658"|"16"|"942"
"6419"|"3"|"13"|"15"|"11"|"1"|"2022-09-01 13:00:00"|"2022-09-26 00:00:00"|"87292"|"913032"|"468"|"2037"
"642"|"12"|"1"|"4"|"18"|"0"|"2022-09-10 17:00:00"|"2022-10-07 08:00:00"|"13990"|"21517"|"111"|"3448"
"6420"|"4"|"18"|"13"|"17"|"1"|"2022-09-06 06:00:00"|"2022-09-26 16:00:00"|"7823"|"305835"|"210"|"6447"
"6422"|"20"|"6"|"3"|"30"|"1"|"2022-09-06 12:00:00"|"2022-09-15 01:00:00"|"97008"|"555416"|"204"|"5518"
"6427"|"4"|"13"|"13"|"30"|"1"|"2022-09-08 21:00:00"|"2022-09-22 16:00:00"|"11741"|"31767"|"199"|"6572"
"6428"|"4"|"13"|"32"|"7"|"0"|"2022-09-10 07:00:00"|"2022-10-03 18:00:00"|"27434"|"474265"|"136"|"4943"
"6429"|"4"|"2"|"17"|"20"|"1"|"2022-09-05 02:00:00"|"2022-09-17 03:00:00"|"70995"|"28894"|"463"|"8962"
"643"|"15"|"7"|"27"|"17"|"0"|"2022-09-02 07:00:00"|"2022-10-02 02:00:00"|"57286"|"609734"|"267"|"5469"
"6431"|"3"|"4"|"12"|"4"|"1"|"2022-09-04 11:00:00"|"2022-10-05 20:00:00"|"70007"|"298323"|"186"|"2476"
"6432"|"5"|"2"|"19"|"24"|"0"|"2022-09-22 23:00:00"|"2022-10-03 15:00:00"|"2283"|"941280"|"700"|"8508"
"6433"|"4"|"32"|"22"|"31"|"0"|"2022-09-06 06:00:00"|"2022-09-24 21:00:00"|"33594"|"780819"|"295"|"2295"
"6434"|"4"|"30"|"23"|"12"|"1"|"2022-09-09 08:00:00"|"2022-09-18 06:00:00"|"71619"|"213394"|"433"|"2884"
"6437"|"6"|"23"|"3"|"7"|"0"|"2022-09-01 21:00:00"|"2022-09-27 01:00:00"|"54886"|"938197"|"51"|"0"
"6438"|"12"|"33"|"21"|"12"|"0"|"2022-09-10 03:00:00"|"2022-09-24 09:00:00"|"89250"|"726658"|"27"|"616"
"6439"|"4"|"6"|"8"|"19"|"1"|"2022-09-26 21:00:00"|"2022-09-29 05:00:00"|"9437"|"797292"|"533"|"9813"
"644"|"9"|"17"|"8"|"15"|"0"|"2022-09-26 18:00:00"|"2022-10-08 21:00:00"|"77125"|"639991"|"401"|"1008"
"6440"|"1"|"14"|"0"|"22"|"0"|"2022-09-02 04:00:00"|"2022-09-27 08:00:00"|"25305"|"450727"|"249"|"143"
"6442"|"4"|"28"|"13"|"12"|"0"|"2022-10-04 18:00:00"|"2022-10-11 07:00:00"|"26434"|"9060"|"477"|"4618"
"6444"|"4"|"21"|"27"|"9"|"1"|"2022-09-20 17:00:00"|"2022-10-05 03:00:00"|"24303"|"924019"|"157"|"6340"
"6447"|"3"|"20"|"12"|"11"|"0"|"2022-09-09 08:00:00"|"2022-09-18 08:00:00"|"36129"|"580936"|"630"|"7204"
"6448"|"19"|"1"|"13"|"9"|"1"|"2022-09-17 10:00:00"|"2022-09-22 05:00:00"|"9877"|"896147"|"69"|"8045"
"6449"|"4"|"23"|"10"|"3"|"0"|"2022-09-04 02:00:00"|"2022-10-04 01:00:00"|"55589"|"57253"|"10"|"2526"
"6450"|"6"|"0"|"21"|"9"|"1"|"2022-10-06 19:00:00"|"2022-10-08 14:00:00"|"32970"|"23106"|"148"|"648"
"6451"|"1"|"12"|"19"|"9"|"1"|"2022-09-10 13:00:00"|"2022-09-13 04:00:00"|"74200"|"695513"|"345"|"3841"
"6453"|"0"|"22"|"28"|"8"|"0"|"2022-09-03 21:00:00"|"2022-09-24 14:00:00"|"42383"|"958019"|"314"|"1384"
"6454"|"1"|"0"|"7"|"1"|"0"|"2022-09-07 02:00:00"|"2022-09-21 20:00:00"|"89366"|"599662"|"121"|"4429"
"6455"|"19"|"19"|"9"|"20"|"0"|"2022-09-26 18:00:00"|"2022-09-28 18:00:00"|"22796"|"645019"|"489"|"3630"
"6456"|"14"|"32"|"26"|"13"|"1"|"2022-09-03 01:00:00"|"2022-09-27 10:00:00"|"70081"|"905794"|"107"|"0"
"6457"|"4"|"8"|"28"|"9"|"0"|"2022-09-30 16:00:00"|"2022-10-10 16:00:00"|"44340"|"72382"|"14"|"9243"
"6458"|"4"|"25"|"23"|"26"|"1"|"2022-09-19 15:00:00"|"2022-10-07 11:00:00"|"31080"|"961992"|"27"|"7155"
"646"|"19"|"0"|"8"|"11"|"1"|"2022-09-07 05:00:00"|"2022-09-21 03:00:00"|"80662"|"261842"|"259"|"304"
"6460"|"9"|"8"|"22"|"9"|"1"|"2022-09-23 04:00:00"|"2022-10-01 07:00:00"|"62556"|"935735"|"368"|"761"
"6461"|"10"|"14"|"10"|"27"|"0"|"2022-10-06 06:00:00"|"2022-10-08 22:00:00"|"18805"|"108371"|"216"|"1109"
"6464"|"4"|"18"|"13"|"0"|"1"|"2022-09-12 02:00:00"|"2022-09-26 22:00:00"|"75960"|"433375"|"355"|"8119"
"6467"|"4"|"3"|"4"|"34"|"0"|"2022-09-19 20:00:00"|"2022-09-24 19:00:00"|"70995"|"652187"|"232"|"3750"
"647"|"14"|"1"|"6"|"30"|"1"|"2022-10-03 20:00:00"|"2022-10-06 22:00:00"|"71627"|"213126"|"206"|"9188"
"6470"|"12"|"3"|"20"|"26"|"0"|"2022-09-09 01:00:00"|"2022-09-09 19:00:00"|"4765"|"210054"|"212"|"576"
"6472"|"4"|"33"|"4"|"7"|"0"|"2022-09-04 23:00:00"|"2022-09-12 22:00:00"|"42236"|"732485"|"94"|"8756"
"6474"|"3"|"24"|"19"|"9"|"1"|"2022-09-11 17:00:00"|"2022-09-17 06:00:00"|"64742"|"245052"|"335"|"1927"
"6476"|"14"|"34"|"23"|"14"|"1"|"2022-09-03 03:00:00"|"2022-09-29 23:00:00"|"730"|"27090"|"225"|"9659"
"6478"|"4"|"0"|"0"|"31"|"1"|"2022-09-20 08:00:00"|"2022-09-28 17:00:00"|"95988"|"491268"|"61"|"2582"
"6479"|"4"|"28"|"28"|"27"|"0"|"2022-09-17 21:00:00"|"2022-10-03 01:00:00"|"66151"|"548593"|"306"|"7375"
"6484"|"6"|"11"|"24"|"9"|"1"|"2022-09-21 18:00:00"|"2022-10-01 16:00:00"|"96008"|"470815"|"316"|"9555"
"6486"|"4"|"34"|"27"|"31"|"0"|"2022-09-14 20:00:00"|"2022-09-19 10:00:00"|"93181"|"399926"|"92"|"1250"
"6488"|"4"|"18"|"21"|"16"|"0"|"2022-09-21 04:00:00"|"2022-10-03 15:00:00"|"71474"|"90189"|"319"|"8049"
"6489"|"14"|"31"|"0"|"0"|"0"|"2022-09-18 23:00:00"|"2022-09-23 06:00:00"|"16895"|"412424"|"253"|"6969"
"649"|"4"|"17"|"11"|"31"|"0"|"2022-09-15 12:00:00"|"2022-09-16 16:00:00"|"33714"|"947971"|"144"|"85"
"6490"|"12"|"15"|"13"|"3"|"0"|"2022-09-07 05:00:00"|"2022-09-18 18:00:00"|"65653"|"309802"|"5"|"9254"
"6494"|"6"|"11"|"7"|"18"|"1"|"2022-09-04 06:00:00"|"2022-09-09 01:00:00"|"37279"|"302660"|"9"|"4022"
"6497"|"9"|"0"|"31"|"33"|"0"|"2022-09-23 10:00:00"|"2022-10-10 17:00:00"|"77944"|"143426"|"697"|"8209"
"6499"|"10"|"3"|"10"|"30"|"0"|"2022-09-12 22:00:00"|"2022-09-21 22:00:00"|"15647"|"865633"|"235"|"1777"
"6500"|"1"|"16"|"13"|"17"|"0"|"2022-10-07 12:00:00"|"2022-10-09 04:00:00"|"2515"|"14845"|"55"|"6645"
"6502"|"5"|"11"|"2"|"13"|"0"|"2022-09-05 22:00:00"|"2022-09-29 23:00:00"|"11821"|"381829"|"250"|"326"
"6508"|"4"|"30"|"30"|"31"|"1"|"2022-09-06 21:00:00"|"2022-10-08 16:00:00"|"54808"|"10306"|"288"|"7859"
"651"|"17"|"22"|"24"|"5"|"1"|"2022-09-03 07:00:00"|"2022-09-10 14:00:00"|"88296"|"503941"|"570"|"8495"
"6510"|"4"|"29"|"18"|"12"|"1"|"2022-09-20 10:00:00"|"2022-10-05 10:00:00"|"73401"|"106475"|"484"|"1630"
"6512"|"4"|"30"|"7"|"29"|"0"|"2022-09-13 03:00:00"|"2022-09-18 11:00:00"|"42393"|"921333"|"449"|"4328"
"6514"|"15"|"25"|"2"|"7"|"1"|"2022-09-07 18:00:00"|"2022-10-04 08:00:00"|"18535"|"361492"|"212"|"5549"
"6515"|"7"|"27"|"22"|"3"|"0"|"2022-09-03 13:00:00"|"2022-09-14 18:00:00"|"51468"|"187170"|"489"|"6931"
"6516"|"1"|"32"|"25"|"12"|"0"|"2022-09-22 13:00:00"|"2022-10-04 05:00:00"|"94365"|"706005"|"103"|"4681"
"6518"|"12"|"17"|"27"|"7"|"1"|"2022-09-03 16:00:00"|"2022-10-03 13:00:00"|"93267"|"890848"|"578"|"6990"
"6519"|"15"|"21"|"2"|"16"|"0"|"2022-09-07 14:00:00"|"2022-09-18 21:00:00"|"1101"|"767784"|"397"|"0"
"6520"|"4"|"16"|"11"|"20"|"0"|"2022-09-11 08:00:00"|"2022-09-20 01:00:00"|"62208"|"732165"|"219"|"6069"
"6522"|"5"|"14"|"5"|"9"|"1"|"2022-09-18 19:00:00"|"2022-09-28 04:00:00"|"8846"|"295012"|"6"|"3372"
"6523"|"20"|"17"|"2"|"20"|"1"|"2022-09-06 00:00:00"|"2022-09-23 10:00:00"|"39279"|"970599"|"177"|"7663"
"6526"|"4"|"32"|"29"|"26"|"1"|"2022-09-11 17:00:00"|"2022-09-22 16:00:00"|"81824"|"453166"|"373"|"1852"
"6527"|"17"|"7"|"30"|"19"|"1"|"2022-09-18 20:00:00"|"2022-10-05 02:00:00"|"14892"|"43219"|"51"|"2714"
"6529"|"8"|"24"|"27"|"10"|"0"|"2022-09-23 15:00:00"|"2022-10-04 12:00:00"|"53575"|"506381"|"19"|"4671"
"6530"|"10"|"29"|"0"|"14"|"1"|"2022-09-21 06:00:00"|"2022-10-01 17:00:00"|"35754"|"42792"|"55"|"5276"
"6532"|"10"|"25"|"5"|"31"|"1"|"2022-09-08 17:00:00"|"2022-09-09 11:00:00"|"99942"|"227676"|"403"|"1071"
"6536"|"12"|"8"|"8"|"24"|"1"|"2022-09-04 23:00:00"|"2022-09-29 06:00:00"|"81243"|"712275"|"236"|"7927"
"6539"|"4"|"10"|"16"|"14"|"0"|"2022-09-12 18:00:00"|"2022-09-14 23:00:00"|"44477"|"835030"|"40"|"5990"
"654"|"18"|"12"|"3"|"6"|"0"|"2022-09-21 15:00:00"|"2022-10-05 02:00:00"|"81415"|"160063"|"45"|"2097"
"6541"|"13"|"30"|"11"|"16"|"0"|"2022-09-02 13:00:00"|"2022-09-12 02:00:00"|"16412"|"682714"|"752"|"2403"
"6542"|"4"|"3"|"9"|"26"|"1"|"2022-10-04 01:00:00"|"2022-10-04 16:00:00"|"9111"|"85772"|"309"|"5058"
"6543"|"3"|"19"|"19"|"17"|"1"|"2022-10-05 17:00:00"|"2022-10-10 12:00:00"|"12450"|"546605"|"304"|"2742"
